sep=;,,,,
,,,,
,,,,
 Database search results for buyer 'All Countries' and seller  'All Countries' and the years from 1989 to 1989 - (created: 09-05-2019),,,,
,,,,
Deal ID;Seller;Buyer;Designation;Description;Armament category;Order date;Order date is estimate;Numbers delivered;Numbers delivered is estimate;Delivery year;Delivery year is estimate;Status;SIPRI estimate;TIV deal unit;TIV delivery values;Local production,,,,
17536;United States;Taiwan;M-48H Brave Tiger;Tank;Armoured vehicles;1984;No;50;Yes;1989;No;New;2.1000;2.1000;105;Yes,,,,
19879;Spain;United States;C-212;Transport aircraft;Aircraft;1986;Yes;1;No;1989;No;New;3.8000;3.8000;3.8;No,,,,
18458;Soviet Union;Iran;BMP-1;IFV;Armoured vehicles;1986;Yes;100;Yes;1989;No;New;0.9000;0.9000;90;No,,,,
17960;United States;United Kingdom;Mk-15 Phalanx;CIWS;Air defence systems;1985;Yes;8;No;1989;No;New;7.0000;7.0000;56;No,,,,
21111;Soviet Union;India;MR-123/Bass Tilt;Fire control radar;Sensors;1983;No;1;Yes;1989;Yes;New;2.5000;2.5000;2.5;No,,,,
23191;Soviet Union;India;9M113 Konkurs/AT-5;Anti-tank missile;Missiles;1988;Yes;250;Yes;1989;No;New;0.0200;0.0200;5;Yes,,,,
20646;Soviet Union;Romania;BMP-1;IFV;Armoured vehicles;1982;Yes;23;Yes;1989;Yes;New;0.9000;0.9000;20.7;Yes,,,,
3728;United States;Netherlands;F-16A;FGA aircraft;Aircraft;1983;No;10;Yes;1989;No;New;20.6500;20.6500;206.5;Yes,,,,
25891;United States;Colombia;Bell-206L LongRanger;Light helicopter;Aircraft;1985;Yes;2;Yes;1989;Yes;New;0.9500;0.9500;1.9;No,,,,
19118;United Kingdom;Malaysia;Wasp;ASW helicopter;Aircraft;1988;No;6;No;1989;No;Second hand;1.0000;0.4;2.4;No,,,,
29650;Germany;Unknown recipient(s);TM-170 Hermelin;APC;Armoured vehicles;1979;Yes;10;Yes;1989;Yes;New;0.2000;0.2000;2;No,,,,
589;United States;Germany;AIM-9L Sidewinder;SRAAM;Missiles;1974;Yes;100;Yes;1989;No;New;0.1100;0.1100;11;Yes,,,,
19119;Soviet Union;North Korea;T-62;Tank;Armoured vehicles;1976;Yes;50;Yes;1989;No;New;1.8000;1.8000;90;Yes,,,,
2699;Soviet Union;East Germany (GDR);2S1 122mm;Self-propelled gun;Artillery;1978;Yes;37;Yes;1989;Yes;New;0.9000;0.9000;33.3;No,,,,
1710;Soviet Union;East Germany (GDR);T-72;Tank;Armoured vehicles;1978;Yes;49;Yes;1989;Yes;New;2.1400;2.1400;104.86;No,,,,
22545;Soviet Union;East Germany (GDR);9M115 Metis/AT-7;Anti-tank missile;Missiles;1986;Yes;50;Yes;1989;Yes;New;0.0100;0.0100;0.5;No,,,,
24227;Soviet Union;India;S-125M/SA-3B;SAM system;Air defence systems;1986;No;6;Yes;1989;Yes;New;17.5000;17.5000;105;No,,,,
17784;Soviet Union;India;Ka-27PL;ASW helicopter;Aircraft;1985;Yes;2;No;1989;No;New;17.0000;17.0000;34;No,,,,
3553;United States;Japan;AH-1S Cobra;Combat helicopter;Aircraft;1982;No;8;Yes;1989;No;New;4.2800;4.2800;34.24;Yes,,,,
4033;United States;Japan;RGM-84 Harpoon;Anti-ship missile;Missiles;1978;No;60;Yes;1989;Yes;New;1.0000;1.0000;60;No,,,,
4416;Soviet Union;India;9K33 Osa/SA-8;Mobile SAM system;Air defence systems;1982;Yes;10;Yes;1989;Yes;New;10.0000;10.0000;100;No,,,,
22989;United Kingdom;Denmark;AWS-6 Dolphin;Air/sea search radar;Sensors;1982;No;2;Yes;1989;Yes;New;6.0000;6.0000;12;No,,,,
4419;United Kingdom;India;Sea Harrier FRS-1;Fighter aircraft;Aircraft;1985;No;2;Yes;1989;No;New;20.0000;20.0000;40;No,,,,
16082;Soviet Union;India;Strela-2/SA-7;Portable SAM;Missiles;1974;Yes;150;Yes;1989;Yes;New;0.0400;0.0400;6;No,,,,
22542;Soviet Union;India;Cross Dome;Air search radar;Sensors;1983;Yes;1;Yes;1989;Yes;New;2.5000;2.5000;2.5;No,,,,
20923;France;Brazil;AS365/AS565 Panther;Helicopter;Aircraft;1988;No;13;Yes;1989;No;New;3.2500;3.2500;42.25;No,,,,
29169;Italy;Sweden;A244 324mm;ASW torpedo;Missiles;1987;Yes;40;Yes;1989;Yes;New;0.2500;0.2500;10;No,,,,
20925;Sweden;Bahrain;Giraffe-75;Air search radar;Sensors;1985;No;1;No;1989;No;New;4.0000;4.0000;4;No,,,,
19782;United States;Colombia;Bell-205/UH-1H;Helicopter;Aircraft;1989;Yes;25;No;1989;No;Second hand;2.6200;1.048;26.2;No,,,,
19783;United States;Colombia;C-130B Hercules;Transport aircraft;Aircraft;1989;No;3;No;1989;No;Second hand;23.0000;9.2;27.6;No,,,,
18635;Israel;Colombia;Kfir C-2;FGA aircraft;Aircraft;1988;No;13;No;1989;No;Second hand but modernized;12.5000;8.25;107.25;No,,,,
19431;United States;Mexico;TPS-63;Air search radar;Sensors;1988;Yes;1;No;1989;No;New;5.0000;5.0000;5;No,,,,
32702;United States;Thailand;BGM-71 TOW;Anti-tank missile;Missiles;1980;Yes;200;Yes;1989;Yes;New;0.0100;0.0100;2;No,,,,
4741;United States;Greece;F-16C;FGA aircraft;Aircraft;1985;No;24;Yes;1989;No;New;28.5000;28.5000;684;No,,,,
14571;Soviet Union;Poland;Project-1241/Tarantul;FAC;Ships;1985;No;1;No;1989;No;New;70.0000;70.0000;70;No,,,,
38147;United States;Australia;RGM-84 Harpoon;Anti-ship missile;Missiles;1988;No;1;No;1989;Yes;New;1.0000;1.0000;1;No,,,,
19758;Italy;Gabon;ATR-42;Transport aircraft;Aircraft;1985;No;1;No;1989;No;New;7.5000;7.5000;7.5;No,,,,
1634;United States;Japan;Hughes-500D/MD;Light helicopter;Aircraft;1977;No;14;Yes;1989;No;New;0.7100;0.7100;9.94;Yes,,,,
996;United States;Germany;RGM-84 Harpoon;Anti-ship missile;Missiles;1978;Yes;12;Yes;1989;Yes;New;1.0000;1.0000;12;No,,,,
18386;Netherlands;Turkey;NF-5A;FGA aircraft;Aircraft;1987;No;13;No;1989;No;Second hand;9.0000;3.6;46.8;No,,,,
4055;United States;Netherlands;Patriot;SAM system;Air defence systems;1984;No;2;No;1989;No;New;47.0000;47.0000;94;Yes,,,,
186;United Kingdom;Australia;Rapier-1;SAM;Missiles;1975;No;10;Yes;1989;No;New;0.1000;0.1000;1;No,,,,
19769;France;Cyprus;Mistral;Portable SAM;Missiles;1988;Yes;90;Yes;1989;No;New;0.1000;0.1000;9;No,,,,
17462;Sweden;India;FH-77 155mm;Towed gun;Artillery;1986;No;130;Yes;1989;No;New;1.0000;1.0000;130;No,,,,
19706;United States;Botswana;BGM-71 TOW;Anti-tank missile;Missiles;1989;No;100;No;1989;No;New;0.0100;0.0100;1;No,,,,
25217;Soviet Union;Afghanistan;9M14M/AT-3;Anti-tank missile;Missiles;1979;Yes;500;Yes;1989;Yes;New;0.0100;0.0100;5;No,,,,
33110;Soviet Union;Afghanistan;MiG-21MF;Fighter aircraft;Aircraft;1987;Yes;10;Yes;1989;Yes;Second hand;11.2000;4.48;44.8;No,,,,
27904;Soviet Union;Afghanistan;MiG-21bis;Fighter aircraft;Aircraft;1989;Yes;20;Yes;1989;Yes;Second hand;12.5000;5;100;No,,,,
24737;Soviet Union;Poland;Mi-8MT/Mi-17;Transport helicopter;Aircraft;1986;Yes;1;No;1989;No;New;6.7500;6.7500;6.75;No,,,,
19111;Soviet Union;Afghanistan;MiG-23MS;Fighter aircraft;Aircraft;1988;Yes;24;Yes;1989;No;New;13.0000;13.0000;312;No,,,,
18507;Soviet Union;Afghanistan;Su-22;FGA aircraft;Aircraft;1985;Yes;12;Yes;1989;No;New;13.0000;13.0000;156;No,,,,
15930;Italy;Spain;Aspide;BVRAAM/SAM;Missiles;1985;No;67;Yes;1989;No;New;0.1800;0.1800;12.06;No,,,,
33212;Soviet Union;East Germany (GDR);MR-123/Bass Tilt;Fire control radar;Sensors;1986;Yes;1;Yes;1989;Yes;New;2.5000;2.5000;2.5;No,,,,
18442;Austria;Greece;4K-7FA;APC;Armoured vehicles;1987;No;40;Yes;1989;Yes;New;0.3000;0.3000;12;Yes,,,,
19316;France;Venezuela;AS-532 Cougar/AS-332;Transport helicopter;Aircraft;1988;No;3;No;1989;No;New;7.2500;7.2500;21.75;No,,,,
29258;United Kingdom;Venezuela;Spartan;APC;Armoured vehicles;1988;No;3;Yes;1989;Yes;New;0.1800;0.1800;0.54;No,,,,
4028;Soviet Union;India;BMP-1;IFV;Armoured vehicles;1982;No;50;Yes;1989;No;New;0.9000;0.9000;45;No,,,,
20614;Germany;Egypt;Fahd;APC;Armoured vehicles;1978;No;50;Yes;1989;No;New;0.2000;0.2000;10;Yes,,,,
19507;Soviet Union;Poland;R-60/AA-8;SRAAM;Missiles;1988;Yes;100;Yes;1989;Yes;New;0.0900;0.0900;9;No,,,,
17599;Soviet Union;India;Project-877E/Kilo;Submarine;Ships;1984;Yes;2;No;1989;No;New;220.0000;220.0000;440;No,,,,
1628;Czechoslovakia;Soviet Union;L-39C Albatros;Trainer aircraft;Aircraft;1972;No;246;Yes;1989;No;New;3.5000;3.5000;861;No,,,,
18018;United States;Pakistan;M-198 155mm;Towed gun;Artillery;1988;No;25;Yes;1989;No;New;0.8500;0.8500;21.25;No,,,,
17680;France;China;SA-321G Super Frelon;ASW helicopter;Aircraft;1981;Yes;1;Yes;1989;Yes;New;14.0000;14.0000;14;Yes,,,,
2969;France;Iraq;Roland;SAM;Missiles;1981;No;200;Yes;1989;Yes;New;0.1200;0.1200;24;No,,,,
20210;Soviet Union;Iraq;Igla-1/SA-16;Portable SAM;Missiles;1989;Yes;500;Yes;1989;Yes;New;0.0700;0.0700;35;No,,,,
19497;Soviet Union;Algeria;Il-76M;Transport aircraft;Aircraft;1988;Yes;5;Yes;1989;No;New;85.0000;85.0000;425;No,,,,
19963;Soviet Union;Yugoslavia;R-73/AA-11;SRAAM;Missiles;1987;Yes;50;Yes;1989;Yes;New;0.1500;0.1500;7.5;No,,,,
3851;United Kingdom;India;Jaguar-S;FGA aircraft;Aircraft;1982;No;6;Yes;1989;No;New;13.0000;13.0000;78;Yes,,,,
32445;Italy;Argentina;A244 324mm;ASW torpedo;Missiles;1975;Yes;10;Yes;1989;Yes;New;0.2500;0.2500;2.5;No,,,,
2892;France;Romania;SA-330 Puma;Helicopter;Aircraft;1974;Yes;5;Yes;1989;No;New;6.0000;6.0000;30;Yes,,,,
19449;United States;Spain;RF-4C Phantom-2;Reconnaissance ac;Aircraft;1988;Yes;8;No;1989;No;Second hand;21.0000;8.4;67.2;No,,,,
17768;Brazil;Saudi Arabia;ASTROS-2;Self-propelled MRL;Artillery;1987;No;4;Yes;1989;No;New;0.9500;0.9500;3.8;No,,,,
4777;Italy;Turkey;Aspide;BVRAAM/SAM;Missiles;1986;Yes;50;Yes;1989;Yes;New;0.1800;0.1800;9;No,,,,
951;United States;Turkey;BGM-71 TOW;Anti-tank missile;Missiles;1976;Yes;750;Yes;1989;Yes;New;0.0100;0.0100;7.5;No,,,,
17964;Romania;Soviet Union;Yak-52;Trainer aircraft;Aircraft;1976;No;125;Yes;1989;No;New;0.2000;0.2000;25;No,,,,
17640;United States;Norway;P-3C Orion Update-3;ASW aircraft;Aircraft;1986;No;4;No;1989;No;New;66.9000;66.9000;267.6;No,,,,
20271;Pakistan;Iran;MFI-17 Supporter;Trainer aircraft;Aircraft;1989;No;3;No;1989;No;New;0.2200;0.2200;0.66;No,,,,
17774;United States;UAE;AIM-9L Sidewinder;SRAAM;Missiles;1989;No;54;Yes;1989;Yes;New;0.1100;0.1100;5.94;No,,,,
19416;Soviet Union;Iraq;MT-LB;APC;Armoured vehicles;1982;Yes;100;Yes;1989;Yes;New;0.2200;0.2200;22;No,,,,
19104;United States;South Korea;RF-4C Phantom-2;Reconnaissance ac;Aircraft;1988;No;6;Yes;1989;No;Second hand;21.0000;8.4;50.4;No,,,,
30925;France;India;Agave;Combat ac radar;Sensors;1982;Yes;1;Yes;1989;Yes;New;1.5000;1.5000;1.5;No,,,,
22234;Czechoslovakia;Algeria;Z-142/Z-242L;Trainer aircraft;Aircraft;1986;Yes;10;Yes;1989;No;New;0.1400;0.1400;1.4;No,,,,
20461;United States;Egypt;AIM-9J/P Sidewinder;SRAAM;Missiles;1984;Yes;300;Yes;1989;No;New;0.0900;0.0900;27;No,,,,
4123;Soviet Union;Czechoslovakia;Su-22;FGA aircraft;Aircraft;1983;Yes;4;Yes;1989;No;New;13.0000;13.0000;52;No,,,,
27760;United States;South Korea;Mk-46;ASW torpedo;Missiles;1975;Yes;6;Yes;1989;Yes;New;0.2500;0.2500;1.5;No,,,,
14094;China;North Korea;Type-033/Romeo;Type-6633; Project-633;Ships;1973;Yes;1;Yes;1989;Yes;New;50.0000;50.0000;50;Yes,,,,
22663;Soviet Union;North Korea;MR-104/Drum Tilt;Fire control radar;Sensors;1979;Yes;1;Yes;1989;Yes;New;2.2500;2.2500;2.25;No,,,,
29106;France;UAE;TRS-2100 Tiger-S;Air search radar;Sensors;1986;Yes;11;Yes;1989;No;New;4.7500;4.7500;52.25;No,,,,
4875;Soviet Union;India;Mi-8MT/Mi-17;Transport helicopter;Aircraft;1983;Yes;7;Yes;1989;No;New;6.7500;6.7500;47.25;No,,,,
18809;China;Thailand;Type-69;Tank;Armoured vehicles;1988;No;23;Yes;1989;No;New;1.2000;1.2000;27.6;No,,,,
26413;China;North Korea;Type-63 107mm;Towed MRL;Artillery;1963;Yes;25;Yes;1989;Yes;New;0.0500;0.0500;1.25;Yes,,,,
16916;China;North Korea;YW-531/Type-63;APC;Armoured vehicles;1972;Yes;25;Yes;1989;Yes;New;0.2500;0.2500;6.25;Yes,,,,
20091;Germany;Malawi;Do-228;Light transport ac;Aircraft;1989;No;1;No;1989;No;New;2.2500;2.2500;2.25;No,,,,
3498;Germany;Turkey;MEKO-200T;Frigate;Ships;1982;No;1;No;1989;No;New;224.2500;224.2500;224.25;Yes,,,,
19657;Soviet Union;North Korea;9M14M/AT-3;Anti-tank missile;Missiles;1975;No;1000;Yes;1989;No;New;0.0100;0.0100;10;Yes,,,,
22368;Netherlands;Iran;Hendijan;Transport craft;Ships;1987;Yes;2;Yes;1989;Yes;New;7.5000;7.5000;15;Yes,,,,
3900;Soviet Union;India;P-15M/SS-N-2C;Anti-ship missile;Missiles;1976;Yes;11;Yes;1989;Yes;New;0.7500;0.7500;8.25;No,,,,
29461;Soviet Union;Yugoslavia;9M111 Fagot/AT-4;Anti-tank missile;Missiles;1988;Yes;250;Yes;1989;Yes;New;0.0100;0.0100;2.5;Yes,,,,
30184;United Kingdom;India;Super Marec;MP aircraft radar;Sensors;1986;Yes;2;Yes;1989;No;New;2.5000;2.5000;5;No,,,,
634;United States;United Kingdom;BGM-71 TOW;Anti-tank missile;Missiles;1978;No;2500;Yes;1989;No;New;0.0100;0.0100;25;Yes,,,,
991;United Kingdom;Egypt;Swingfire;Anti-tank missile;Missiles;1977;No;1000;Yes;1989;No;New;0.0100;0.0100;10;Yes,,,,
3100;United States;Chile;T-35 Pillan;Trainer aircraft;Aircraft;1980;No;10;Yes;1989;No;New;0.2800;0.2800;2.8;Yes,,,,
1916;France;India;SA-316B Alouette-3;Light helicopter;Aircraft;1962;No;5;Yes;1989;No;New;0.9000;0.9000;4.5;Yes,,,,
33108;Soviet Union;Afghanistan;Strela-3/SA-14;Portable SAM;Missiles;1985;Yes;25;Yes;1989;Yes;New;0.0600;0.0600;1.5;No,,,,
4601;United States;South Korea;M-109A1 155mm;Self-propelled gun;Artillery;1983;No;50;Yes;1989;No;New;1.1000;1.1000;55;Yes,,,,
4908;Germany;Thailand;Fantrainer;Trainer aircraft;Aircraft;1983;No;7;Yes;1989;No;New;0.9500;0.9500;6.65;No,,,,
18420;United States;Turkey;F-16C;FGA aircraft;Aircraft;1984;No;16;Yes;1989;No;New;28.5000;28.5000;456;Yes,,,,
30240;Sweden;Malaysia;Giraffe-40;Air search radar;Sensors;1988;Yes;2;Yes;1989;Yes;New;3.2500;3.2500;6.5;No,,,,
36314;Japan;China;Jinhou;Tanker;Ships;1987;Yes;1;Yes;1989;No;New;15.0000;15.0000;15;No,,,,
36915;United States;Turkey;Mk-37;ASW torpedo;Missiles;1978;Yes;3;Yes;1989;Yes;New;1.0000;1.0000;3;No,,,,
2903;Soviet Union;Czechoslovakia;BMP-1;IFV;Armoured vehicles;1973;Yes;50;Yes;1989;Yes;New;0.9000;0.9000;45;Yes,,,,
37307;Germany;South Korea;MTU-538;Diesel engine;Engines;1979;Yes;2;No;1989;No;New;1.0000;1.0000;2;No,,,,
37313;United States;South Korea;DE-1167;ASW sonar;Sensors;1979;Yes;1;No;1989;No;New;5.0000;5.0000;5;No,,,,
33789;United States;Germany;Learjet-35/36;Light transport ac;Aircraft;1988;Yes;4;Yes;1989;No;New;4.2500;4.2500;17;No,,,,
37257;Germany;Brazil;DSQS-21;ASW sonar;Sensors;1981;Yes;1;No;1989;No;New;5.0000;5.0000;5;No,,,,
37258;United States;Brazil;LM-2500;Gas turbine;Engines;1981;Yes;1;No;1989;No;New;7.0000;7.0000;7;No,,,,
37580;Canada;Cyprus;PT6;Turboprop/turboshaft;Engines;1987;No;1;No;1989;No;New;0.6000;0.6000;0.6;No,,,,
37574;Canada;Netherlands;PT6;Turboprop/turboshaft;Engines;1988;No;10;No;1989;No;New;0.6000;0.6000;6;No,,,,
28767;China;North Korea;F-7A/J-7;Fighter aircraft;Aircraft;1988;Yes;10;Yes;1989;Yes;New;9.0000;9.0000;90;No,,,,
19641;China;Iran;HY-2/SY-1A/CSS-N-2;Anti-ship missile;Missiles;1988;No;20;Yes;1989;No;New;0.7000;0.7000;14;No,,,,
37453;United States;Sweden;JT8D;Turbofan;Engines;1965;Yes;8;Yes;1989;No;New;2.5000;2.5000;20;Yes,,,,
19483;Soviet Union;Afghanistan;BTR-70;APC;Armoured vehicles;1988;Yes;120;Yes;1989;No;New;0.3000;0.3000;36;No,,,,
18469;Soviet Union;North Korea;Su-25;Ground attack ac;Aircraft;1987;No;12;Yes;1989;No;New;11.5000;11.5000;138;No,,,,
1091;Canada;Mexico;PT6;Turboprop/turboshaft;Engines;1985;No;6;Yes;1989;Yes;New;0.6000;0.6000;3.6;No,,,,
37611;Canada;Iran;PT6;Turboprop/turboshaft;Engines;1988;No;2;Yes;1989;No;New;0.6000;0.6000;1.2;No,,,,
2000;Spain;Chile;C-101 Aviojet;Trainer/combat ac;Aircraft;1980;No;3;Yes;1989;No;New;4.0000;4.0000;12;Yes,,,,
37367;United States;Chile;TFE-731;Turbofan;Engines;1980;No;3;Yes;1989;No;New;0.6000;0.6000;1.8;No,,,,
37912;Germany;Sudan;OM-352;Diesel engine;Engines;1989;No;10;No;1989;No;New;0.0100;0.0100;0.1;No,,,,
37948;Germany;Denmark;MTU-396;Diesel engine;Engines;1985;Yes;2;No;1989;No;New;0.2000;0.2000;0.4;No,,,,
35039;United Kingdom;Japan;Spey;Gas turbine;Engines;1983;Yes;14;No;1989;No;New;5.0000;5.0000;70;Yes,,,,
37837;Germany;Turkey;MTU-833;Diesel engine;Engines;1986;Yes;30;Yes;1989;No;New;0.1600;0.1600;4.8;No,,,,
37870;United Kingdom;Romania;Viper;Turbojet;Engines;1986;Yes;4;Yes;1989;No;New;0.4000;0.4000;1.6;Yes,,,,
37722;United States;Switzerland;6V-53;Diesel engine;Engines;1987;Yes;75;Yes;1989;No;New;0.0400;0.0400;3;No,,,,
34904;United States;Israel;AVDS-1790;Diesel engine;Engines;1975;Yes;50;Yes;1989;No;New;0.1600;0.1600;8;No,,,,
37364;United States;Argentina;TFE-731;Turbofan;Engines;1980;Yes;6;Yes;1989;No;New;0.6000;0.6000;3.6;No,,,,
37371;United Kingdom;Brazil;Spey;Turbofan;Engines;1980;Yes;5;Yes;1989;No;New;2.0000;2.0000;10;Yes,,,,
29489;Netherlands;South Korea;DA-05;Air search radar;Sensors;1979;Yes;1;No;1989;No;New;6.5000;6.5000;6.5;No,,,,
19777;United Kingdom;South Korea;ST-1802;Fire control radar;Sensors;1983;Yes;7;No;1989;No;New;2.3800;2.3800;16.66;No,,,,
18889;United States;South Korea;LM-2500;Gas turbine;Engines;1979;Yes;12;No;1989;No;New;7.0000;7.0000;84;No,,,,
35240;France;India;12PA6;Diesel engine;Engines;1983;Yes;2;No;1989;No;New;2.0000;2.0000;4;Yes,,,,
37633;Canada;Philippines;JT15D;Turbofan;Engines;1988;No;2;Yes;1989;No;New;0.4000;0.4000;0.8;No,,,,
37769;France;Romania;Saviem-798;Diesel engine;Engines;1979;Yes;50;Yes;1989;Yes;New;0.0100;0.0100;0.5;No,,,,
37830;Germany;South Korea;D-2848;Diesel engine;Engines;1984;Yes;100;Yes;1989;Yes;New;0.0500;0.0500;5;No,,,,
4940;United States;Japan;F-15C Eagle;FGA aircraft;Aircraft;1978;No;14;No;1989;No;New;47.5000;47.5000;665;Yes,,,,
37140;Italy;Japan;Compact 76mm;Naval gun;Naval weapons;1978;Yes;5;No;1989;No;New;2.5000;2.5000;12.5;Yes,,,,
37804;United States;Chile;CT7;Turboprop;Engines;1989;No;2;Yes;1989;No;New;0.9000;0.9000;1.8;No,,,,
603;United States;Japan;P-3C Orion Update-2.5;ASW aircraft;Aircraft;1978;No;10;No;1989;No;New;55.0000;55.0000;550;Yes,,,,
3614;Germany;Brazil;Type-209/1400;Submarine;Ships;1984;No;1;No;1989;No;New;170.0000;170.0000;170;Yes,,,,
34919;Germany;South Korea;MTU-871;Diesel engine;Engines;1981;Yes;75;Yes;1989;No;New;0.2000;0.2000;15;Yes,,,,
228;France;India;SA-315B Lama;Light helicopter;Aircraft;1971;No;10;Yes;1989;No;New;0.7500;0.7500;7.5;Yes,,,,
24887;China;Romania;Type-025/Huchuan;FAC;Ships;1987;Yes;2;Yes;1989;No;New;12.0000;12.0000;24;Yes,,,,
22441;United States;Egypt;C-130H-30 Hercules;Transport aircraft;Aircraft;1989;No;1;No;1989;No;New;29.0000;29.0000;29;No,,,,
1189;United States;Japan;SH-3A Sea King;ASW helicopter;Aircraft;1962;No;10;Yes;1989;No;New;10.0000;10.0000;100;Yes,,,,
22008;United States;Netherlands;RGM-84 Harpoon;Anti-ship missile;Missiles;1987;Yes;1;Yes;1989;Yes;New;1.0000;1.0000;1;No,,,,
27328;Soviet Union;India;ST-68/Tin Shield;Air search radar;Sensors;1988;Yes;3;Yes;1989;No;New;12.5000;12.5000;37.5;No,,,,
956;France;United Kingdom;MILAN;Anti-tank missile;Missiles;1976;No;1000;Yes;1989;No;New;0.0100;0.0100;10;Yes,,,,
17452;Soviet Union;Finland;9M111 Fagot/AT-4;Anti-tank missile;Missiles;1984;Yes;100;Yes;1989;Yes;New;0.0100;0.0100;1;No,,,,
23605;Germany;United Kingdom;MILAN;Anti-tank missile;Missiles;1976;No;1000;Yes;1989;No;New;0.0100;0.0100;10;Yes,,,,
28949;Germany;Norway;DM-2A3 Seehecht;AS/ASW torpedo;Missiles;1989;No;10;Yes;1989;Yes;New;1.5000;1.5000;15;No,,,,
18812;China;Thailand;Type-85;APC;Armoured vehicles;1988;No;40;Yes;1989;No;New;0.2500;0.2500;10;No,,,,
21211;Singapore;India;Tara Bai;Patrol craft;Ships;1986;No;2;No;1989;No;New;9.6000;9.6000;19.2;Yes,,,,
20583;South Korea;India;Sukhanya;OPV;Ships;1987;No;1;No;1989;No;New;36.0000;36.0000;36;Yes,,,,
2078;Soviet Union;Czechoslovakia;T-72;Tank;Armoured vehicles;1976;No;30;Yes;1989;No;New;2.1400;2.1400;64.2;Yes,,,,
19514;China;Pakistan;HN-5A;Portable SAM;Missiles;1988;Yes;100;Yes;1989;No;New;0.0500;0.0500;5;Yes,,,,
17678;China;Mujahedin (Afghanistan)*;HN-5A;Portable SAM;Missiles;1985;Yes;100;Yes;1989;No;New;0.0500;0.0500;5;No,,,,
21140;Netherlands;United States;WM-20;Fire control radar;Sensors;1973;Yes;9;Yes;1989;No;New;6.0000;6.0000;54;Yes,,,,
31309;France;Yugoslavia;HS-115;Diesel engine;Engines;1970;Yes;50;Yes;1989;Yes;New;0.0300;0.0300;1.5;No,,,,
26659;Iran;Hezbollah (Lebanon)*;BM-21 Grad 122mm;Self-propelled MRL;Artillery;1980;Yes;2;Yes;1989;Yes;Second hand;0.4500;0.18;0.36;No,,,,
25888;Iran;Hezbollah (Lebanon)*;Strela-2/SA-7;Portable SAM;Missiles;1988;Yes;10;Yes;1989;Yes;Second hand;0.0400;0.016;0.16;No,,,,
26699;Soviet Union;North Korea;9M111 Fagot/AT-4;Anti-tank missile;Missiles;1987;Yes;250;Yes;1989;Yes;New;0.0100;0.0100;2.5;Yes,,,,
19171;United Kingdom;United States;L-118 105mm;Towed gun;Artillery;1987;No;73;Yes;1989;No;New;0.6000;0.6000;43.8;Yes,,,,
17554;France;China;AS365/AS565 Panther;Helicopter;Aircraft;1980;No;6;Yes;1989;No;New;3.2500;3.2500;19.5;Yes,,,,
1105;Sweden;Pakistan;MFI-17 Supporter;Trainer aircraft;Aircraft;1974;No;10;Yes;1989;No;New;0.2200;0.2200;2.2;Yes,,,,
19398;Soviet Union;Afghanistan;K-13M/AA-2C;SRAAM;Missiles;1978;Yes;28;Yes;1989;Yes;New;0.0700;0.0700;1.96;No,,,,
26428;North Korea;Iran;M-1985 240mm;Self-propelled MRL;Artillery;1987;Yes;10;Yes;1989;Yes;New;0.4000;0.4000;4;Yes,,,,
28215;China;Myanmar;JLG-43;Height-finding radar;Sensors;1988;Yes;1;Yes;1989;Yes;New;3.5000;3.5000;3.5;No,,,,
28216;China;Myanmar;JLP-40;Air search radar;Sensors;1988;Yes;1;Yes;1989;Yes;New;3.5700;3.5700;3.57;No,,,,
22338;Soviet Union;Romania;MR-302/Strut Curve;Air search radar;Sensors;1986;Yes;1;No;1989;No;New;4.7500;4.7500;4.75;No,,,,
38542;Soviet Union;Romania;RBU-6000;ASW MRL;Naval weapons;1986;Yes;2;No;1989;No;New;3.5000;3.5000;7;No,,,,
25419;Soviet Union;Romania;MR-104/Drum Tilt;Fire control radar;Sensors;1985;Yes;4;No;1989;No;New;2.2500;2.2500;9;No,,,,
38549;Soviet Union;Romania;Tamir;ASW sonar;Sensors;1985;Yes;3;No;1989;No;New;1.5000;1.5000;4.5;No,,,,
1556;Soviet Union;Afghanistan;R-23/AA-7;BVRAAM;Missiles;1988;Yes;75;Yes;1989;Yes;New;0.1200;0.1200;9;No,,,,
38559;Soviet Union;India;AK-630 30mm;Naval gun;Naval weapons;1983;Yes;2;No;1989;No;New;1.0000;1.0000;2;No,,,,
20961;Soviet Union;Romania;Strela-2/SA-7;Portable SAM;Missiles;1971;Yes;100;Yes;1989;No;New;0.0400;0.0400;4;Yes,,,,
34006;Soviet Union;Romania;R-23/AA-7;BVRAAM;Missiles;1978;No;15;Yes;1989;Yes;New;0.1200;0.1200;1.8;Yes,,,,
18927;Soviet Union;North Korea;R-27/AA-10;BVRAAM;Missiles;1987;Yes;25;Yes;1989;Yes;New;0.1900;0.1900;4.75;No,,,,
32496;Soviet Union;Romania;53-65;AS torpedo;Missiles;1981;Yes;8;Yes;1989;Yes;New;1.1000;1.1000;8.8;No,,,,
18060;Switzerland;Thailand;Skyguard;Fire control radar;Sensors;1987;No;1;Yes;1989;Yes;New;5.0000;5.0000;5;No,,,,
29118;United Kingdom;Brazil;Mk-24 Tigerfish;AS/ASW torpedo;Missiles;1985;Yes;12;Yes;1989;Yes;New;1.8000;1.8000;21.6;No,,,,
